Referencia,Destinos,Porcentajes,Superficie Total,Mun
4585009,"['Garaje Cerrado', 'Trastero', 'Agropecuario', 'Vivienda', 'Plaza Parking']","[11.14, 22.29, 30.82, 25.04, 10.71]","[77, 154, 213, 173, 74]",32
4585010,"['Deportivo', 'Industrial']","[92.41, 7.59]","[146, 12]",32
4585011,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[81.7, 14.29, 4.02]","[183, 32, 9]",32
4585012,"['Vivienda', 'Almacen', 'Agropecuario', 'Trastero']","[15.85, 15.85, 52.45, 15.85]","[136, 136, 450, 136]",32
4585013,['Vivienda'],[100.0],[60],32
4585014,"['Vivienda', 'Agropecuario', 'Trastero']","[9.12, 64.47, 26.41]","[133, 940, 385]",32
4585015,"['Trastero', 'Vivienda', 'Agropecuario']","[32.26, 64.52, 3.23]","[90, 180, 9]",32
4586001,"['Deportivo', 'Hosteleria']","[83.84, 16.16]","[498, 96]",32
4586002,"['Vivienda', 'Agropecuario', 'Trastero', 'Garaje Cerrado']","[17.57, 63.45, 12.29, 6.69]","[113, 408, 79, 43]",32
4586003,"['Religioso', 'Almacen', 'Cultural']","[61.13, 9.54, 29.33]","[173, 27, 83]",32
4586004,"['Vivienda', 'Agropecuario', 'Trastero', 'Almacen', 'Garaje Cerrado']","[22.76, 26.91, 15.68, 20.3, 14.35]","[241, 285, 166, 215, 152]",32
4586005,"['Vivienda', 'Agropecuario', 'Trastero', 'Garaje Cerrado']","[29.83, 53.38, 14.91, 1.88]","[190, 340, 95, 12]",32
4586006,"['Vivienda', 'Garaje Cerrado', 'Agropecuario', 'Trastero']","[39.83, 15.69, 41.07, 3.41]","[386, 152, 398, 33]",32
4586007,"['Vivienda', 'Agropecuario']","[8.96, 91.04]","[64, 650]",32
4586008,"['Vivienda', 'Trastero', 'Garaje Cerrado']","[68.97, 14.29, 16.75]","[280, 58, 68]",32
4586009,"['Vivienda', 'Garaje Cerrado', 'Trastero', 'Agropecuario']","[29.91, 8.21, 19.06, 42.82]","[102, 28, 65, 146]",32
4586010,"['Vivienda', 'Trastero', 'Almacen', 'Agropecuario']","[18.5, 13.71, 20.19, 47.61]","[197, 146, 215, 507]",32
4587001,"['Vivienda', 'Almacen', 'Trastero']","[68.07, 21.28, 10.64]","[403, 126, 63]",32
4587002,"['Vivienda', 'Trastero', 'Almacen']","[64.22, 32.11, 3.67]","[140, 70, 8]",32
4587003,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[27.25, 48.7, 24.06]","[94, 168, 83]",32
4587004,"['Vivienda', 'Garaje Cerrado']","[67.31, 32.69]","[280, 136]",32
4587005,"['Vivienda', 'Garaje Cerrado', 'Agropecuario']","[25.31, 4.95, 69.74]","[225, 44, 620]",32
4587006,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[37.3, 39.81, 22.88]","[238, 254, 146]",32
4587007,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[37.3, 39.81, 22.88]","[238, 254, 146]",32
4587008,"['Vivienda', 'Trastero', 'Agropecuario']","[25.17, 12.58, 62.25]","[300, 150, 742]",32
4587009,"['Hosteleria', 'Vivienda', 'Trastero']","[64.62, 18.02, 17.36]","[484, 135, 130]",32
4587010,"['Vivienda', 'Garaje Cerrado', 'Agropecuario', 'Trastero']","[11.39, 4.92, 78.0, 5.69]","[132, 57, 904, 66]",32
4587011,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[58.96, 20.52, 20.52]","[204, 71, 71]",32
4593002,"['Vivienda', 'Agropecuario', 'Trastero']","[21.1, 64.84, 14.06]","[150, 461, 100]",56
4593003,"['Vivienda', 'Agropecuario']","[19.43, 80.57]","[116, 481]",56
4593004,['Vivienda'],[100.0],[532],56
4594001,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[64.1, 15.38, 20.51]","[125, 30, 40]",56
4594002,"['Vivienda', 'Agropecuario']","[19.83, 80.17]","[119, 481]",56
4656001,['Obras Urbanizacion'],[100.0],[48226],59
4658001,['Almacen'],[100.0],[44],59
4659001,['Vivienda'],[100.0],[50],59
4660001,['Vivienda'],[100.0],[253],59
4660002,"['Vivienda', 'Agropecuario', 'Trastero']","[16.96, 62.5, 20.54]","[95, 350, 115]",59
4660003,"['Vivienda', 'Agropecuario']","[60.0, 40.0]","[180, 120]",59
4660004,"['Agropecuario', 'Vivienda', 'Trastero', 'Garaje Cerrado']","[48.19, 21.06, 27.13, 3.62]","[572, 250, 322, 43]",59
4660005,"['Vivienda', 'Trastero', 'Agropecuario']","[8.96, 45.69, 45.35]","[80, 408, 405]",59
4660006,"['Vivienda', 'Trastero', 'Agropecuario']","[16.26, 16.26, 67.48]","[80, 80, 332]",59
4660007,"['Vivienda', 'Trastero', 'Agropecuario']","[10.88, 79.6, 9.52]","[120, 878, 105]",59
4660008,"['Vivienda', 'Agropecuario', 'Trastero']","[20.43, 62.5, 17.07]","[170, 520, 142]",59
4660009,"['Agropecuario', 'Vivienda', 'Trastero']","[42.78, 12.03, 45.19]","[320, 90, 338]",59
4660010,"['Vivienda', 'Trastero', 'Agropecuario', 'Garaje Cerrado']","[15.6, 35.7, 44.37, 4.33]","[90, 206, 256, 25]",59
4661001,['Deposito'],[100.0],[150],59
4661002,"['Vivienda', 'Agropecuario']","[22.22, 77.78]","[90, 315]",59
4661003,"['Industrial', 'Almacen']","[62.3, 37.7]","[380, 230]",59
4662001,['Religioso'],[100.0],[6],59
4662002,"['Hosteleria', 'Garaje Cerrado', 'Almacen', 'Vivienda', 'Trastero']","[40.78, 5.07, 15.9, 20.97, 17.28]","[354, 44, 138, 182, 150]",59
4662003,"['Almacen', 'Garaje Cerrado']","[93.22, 6.78]","[852, 62]",59
4662004,"['Vivienda', 'Agropecuario']","[25.0, 75.0]","[75, 225]",59
4662005,"['Vivienda', 'Trastero', 'Almacen']","[47.12, 30.51, 22.37]","[139, 90, 66]",59
4662006,"['Vivienda', 'Trastero', 'Agropecuario', 'Garaje Cerrado']","[3.72, 6.44, 88.13, 1.72]","[130, 225, 3081, 60]",59
4662007,"['Vivienda', 'Trastero', 'Local Comercial']","[77.62, 11.19, 11.19]","[430, 62, 62]",59
4662008,"['Vivienda', 'Agropecuario', 'Trastero', 'Almacen']","[20.97, 9.47, 28.42, 41.14]","[155, 70, 210, 304]",59
4662009,"['Vivienda', 'Trastero', 'Agropecuario']","[18.82, 46.08, 35.1]","[96, 235, 179]",59
4662010,['Religioso'],[100.0],[1],59
4662011,"['Vivienda', 'Trastero', 'Agropecuario']","[54.66, 39.41, 5.93]","[129, 93, 14]",59
4662012,"['Vivienda', 'Trastero', 'Agropecuario']","[26.91, 41.93, 31.16]","[95, 148, 110]",59
4663001,['Agropecuario'],[100.0],[360],59
4663002,"['Vivienda', 'Trastero', 'Agropecuario', 'Almacen']","[30.79, 17.6, 19.06, 32.55]","[105, 60, 65, 111]",59
4664001,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[22.38, 67.72, 9.9]","[113, 342, 50]",59
4664002,['Industrial'],[100.0],[384],59
4664003,"['Vivienda', 'Agropecuario', 'Trastero']","[30.09, 42.78, 27.13]","[173, 246, 156]",59
4664004,"['Vivienda', 'Trastero']","[83.17, 16.83]","[84, 17]",59
4664005,"['Garaje Cerrado', 'Hosteleria']","[23.84, 76.16]","[128, 409]",59
4664006,"['Vivienda', 'Agropecuario']","[33.33, 66.67]","[107, 214]",59
4664007,"['Vivienda', 'Agropecuario', 'Trastero']","[15.11, 31.92, 52.97]","[160, 338, 561]",59
4664009,"['Vivienda', 'Trastero', 'Garaje Cerrado', 'Agropecuario']","[9.47, 15.6, 3.12, 71.81]","[173, 285, 57, 1312]",59
4664010,"['Vivienda', 'Almacen', 'Garaje Cerrado', 'Trastero']","[30.83, 7.27, 3.52, 58.38]","[263, 62, 30, 498]",59
4664011,"['Vivienda', 'Trastero', 'Garaje Cerrado', 'Agropecuario']","[22.2, 42.07, 19.45, 16.28]","[210, 398, 184, 154]",59
4664012,"['Vivienda', 'Garaje Cerrado']","[81.0, 19.0]","[226, 53]",59
4664013,['Agropecuario'],[100.0],[145],59
4664014,['Agropecuario'],[100.0],[279],59
4665001,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[33.33, 8.33, 58.33]","[500, 125, 875]",59
4665002,"['Vivienda', 'Agropecuario', 'Trastero']","[13.45, 52.91, 33.63]","[60, 236, 150]",59
4665003,"['Almacen', 'Vivienda', 'Trastero']","[68.09, 21.28, 10.64]","[64, 20, 10]",59
4665004,"['Agropecuario', 'Vivienda', 'Trastero']","[11.23, 43.84, 44.93]","[31, 121, 124]",59
4665005,"['Vivienda', 'Trastero', 'Agropecuario']","[69.27, 27.93, 2.79]","[248, 100, 10]",59
4665006,"['Vivienda', 'Trastero', 'Garaje Cerrado', 'Agropecuario']","[43.66, 37.95, 4.84, 13.55]","[451, 392, 50, 140]",59
4665007,"['Vivienda', 'Garaje Cerrado', 'Almacen', 'Trastero']","[50.32, 10.9, 1.27, 37.52]","[397, 86, 10, 296]",59
4665008,['Vivienda'],[100.0],[75],59
4665009,"['Vivienda', 'Garaje Cerrado']","[66.42, 33.58]","[180, 91]",59
4665010,"['Vivienda', 'Agropecuario', 'Trastero', 'Garaje Cerrado']","[23.66, 32.1, 38.07, 6.17]","[230, 312, 370, 60]",59
4665011,"['Industrial', 'Oficina']","[98.59, 1.41]","[21072, 302]",59
4665012,"['Vivienda', 'Agropecuario']","[40.64, 59.36]","[395, 577]",59
4665013,"['Vivienda', 'Garaje Cerrado', 'Terraza', 'Trastero']","[73.11, 18.28, 4.18, 4.44]","[280, 70, 16, 17]",59
4665014,"['Agropecuario', 'Vivienda', 'Trastero', 'Garaje Cerrado']","[29.58, 27.5, 37.36, 5.56]","[213, 198, 269, 40]",59
4665015,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[64.64, 17.11, 18.25]","[340, 90, 96]",59
4665016,"['Vivienda', 'Agropecuario', 'Garaje Cerrado', 'Trastero', 'Almacen', 'Duplex']","[21.32, 10.08, 12.02, 2.07, 14.21, 40.31]","[165, 78, 93, 16, 110, 312]",59
4665017,"['Industrial', 'Terraza']","[31.93, 68.07]","[76, 162]",59
4665018,['Agropecuario'],[100.0],[214],59
4665019,"['Deposito', 'Industrial']","[80.0, 20.0]","[200, 50]",59
4665021,"['Agropecuario', 'Vivienda', 'Trastero']","[46.55, 16.93, 36.52]","[385, 140, 302]",59
4665022,"['Agropecuario', 'Vivienda', 'Trastero']","[12.96, 50.18, 36.86]","[71, 275, 202]",59
4665023,"['Vivienda', 'Garaje Cerrado']","[91.08, 8.92]","[296, 29]",59
4665024,"['Religioso', 'Trastero', 'Vivienda', 'Agropecuario']","[23.83, 39.09, 25.3, 11.78]","[178, 292, 189, 88]",59
4665025,"['Vivienda', 'Trastero', 'Agropecuario', 'Garaje Cerrado']","[31.0, 16.41, 45.48, 7.12]","[257, 136, 377, 59]",59
4665026,"['Vivienda', 'Trastero']","[66.67, 33.33]","[280, 140]",59
4665027,"['Garaje Cerrado', 'Trastero', 'Vivienda', 'Agropecuario']","[6.56, 42.02, 45.21, 6.21]","[74, 474, 510, 70]",59
4665028,['Garaje Cerrado'],[100.0],[59],59
4665029,"['Vivienda', 'Agropecuario', 'Trastero', 'Garaje Cerrado']","[32.02, 16.62, 49.35, 2.01]","[318, 165, 490, 20]",59
4665030,"['Almacen', 'Vivienda']","[10.31, 89.69]","[67, 583]",59
4665031,"['Trastero', 'Garaje Cerrado', 'Vivienda']","[45.45, 17.05, 37.5]","[240, 90, 198]",59
4665033,"['Garaje Cerrado', 'Trastero', 'Terraza', 'Vivienda', 'Agropecuario', 'Deportivo']","[4.23, 19.07, 3.78, 50.25, 12.7, 9.96]","[85, 383, 76, 1009, 255, 200]",59
4666001,"['Vivienda', 'Trastero', 'Agropecuario']","[48.7, 47.14, 4.16]","[281, 272, 24]",59
4666002,"['Agropecuario', 'Trastero', 'Garaje Cerrado', 'Vivienda']","[24.93, 41.64, 16.71, 16.71]","[270, 451, 181, 181]",59
4666003,"['Industrial', 'Oficina']","[85.23, 14.77]","[1748, 303]",59
4666004,"['Vivienda', 'Garaje Cerrado', 'Trastero', 'Agropecuario']","[33.06, 5.94, 16.87, 44.13]","[490, 88, 250, 654]",59
4666005,['Solar'],[100.0],[2518],59
4666006,['Solar'],[100.0],[3573],59
4666007,"['Vivienda', 'Trastero', 'Agropecuario', 'Garaje Cerrado']","[15.56, 55.64, 23.61, 5.19]","[120, 429, 182, 40]",59
4666008,['Vivienda'],[100.0],[242],59
4666009,['Solar'],[100.0],[1730],59
4666010,"['Vivienda', 'Trastero']","[51.5, 48.5]","[240, 226]",59
4666011,"['Agropecuario', 'Vivienda', 'Trastero', 'Garaje Cerrado']","[24.64, 43.06, 24.64, 7.66]","[103, 180, 103, 32]",59
4666012,"['Vivienda', 'Trastero']","[74.83, 25.17]","[446, 150]",59
4666013,"['Industrial', 'Oficina']","[81.46, 18.54]","[18119, 4125]",59
4666014,"['Vivienda', 'Agropecuario', 'Trastero']","[45.55, 18.32, 36.13]","[174, 70, 138]",59
4666015,"['Vivienda', 'Trastero', 'Garaje Cerrado']","[68.22, 16.28, 15.5]","[264, 63, 60]",59
4666016,"['Vivienda', 'Garaje Cerrado']","[74.66, 25.34]","[327, 111]",59
4666017,"['Vivienda', 'Agropecuario', 'Trastero']","[49.82, 18.71, 31.47]","[554, 208, 350]",59
4666018,"['Religioso', 'Terraza']","[83.33, 16.67]","[150, 30]",59
4666019,"['Agropecuario', 'Vivienda']","[35.21, 64.79]","[100, 184]",59
4666020,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[61.5, 15.04, 23.45]","[278, 68, 106]",59
4666021,"['Duplex', 'Garaje Cerrado', 'Vivienda', 'Terraza']","[29.64, 27.22, 37.5, 5.65]","[147, 135, 186, 28]",59
4666022,['Vivienda'],[100.0],[185],59
4666023,"['Vivienda', 'Trastero']","[75.0, 25.0]","[270, 90]",59
4666024,"['Vivienda', 'Garaje Cerrado', 'Terraza', 'Agropecuario', 'Trastero']","[56.1, 3.94, 3.94, 28.15, 7.87]","[570, 40, 40, 286, 80]",59
4666025,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[21.04, 26.88, 52.08]","[202, 258, 500]",59
4666026,"['Vivienda', 'Agropecuario', 'Trastero']","[51.98, 15.62, 32.4]","[669, 201, 417]",59
4666027,"['Almacen', 'Hosteleria']","[16.79, 83.21]","[296, 1467]",59
4666028,"['Vivienda', 'Agropecuario', 'Trastero']","[33.33, 33.33, 33.33]","[379, 379, 379]",59
4666029,"['Industrial', 'Oficina']","[95.46, 4.54]","[14997, 713]",59
4666030,"['Industrial', 'Oficina']","[96.47, 3.53]","[684, 25]",59
4666031,"['Industrial', 'Almacen']","[93.19, 6.81]","[356, 26]",59
4666032,['Vivienda'],[100.0],[539],59
4666033,"['Vivienda', 'Agropecuario', 'Trastero']","[24.34, 26.67, 48.99]","[240, 263, 483]",59
4666034,"['Vivienda', 'Trastero', 'Agropecuario', 'Garaje Cerrado']","[33.33, 32.13, 20.72, 13.82]","[415, 400, 258, 172]",59
4666035,"['Agropecuario', 'Trastero', 'Vivienda']","[43.28, 40.3, 16.42]","[290, 270, 110]",59
4666036,"['Garaje Cerrado', 'Trastero']","[72.92, 27.08]","[70, 26]",59
4666037,"['Agropecuario', 'Trastero', 'Vivienda', 'Garaje Cerrado']","[26.43, 34.55, 35.83, 3.18]","[166, 217, 225, 20]",59
4666038,"['Agropecuario', 'Trastero', 'Vivienda']","[26.91, 41.36, 31.73]","[190, 292, 224]",59
4666039,"['Vivienda', 'Agropecuario', 'Trastero', 'Garaje Cerrado']","[30.57, 53.12, 13.59, 2.72]","[225, 391, 100, 20]",59
4666040,"['Garaje Cerrado', 'Vivienda', 'Agropecuario', 'Trastero']","[21.57, 43.14, 17.65, 17.65]","[99, 198, 81, 81]",59
4666041,"['Vivienda', 'Agropecuario', 'Trastero', 'Garaje Cerrado']","[35.94, 36.36, 20.3, 7.4]","[170, 172, 96, 35]",59
4666042,"['Vivienda', 'Agropecuario', 'Trastero', 'Garaje Cerrado']","[34.77, 30.13, 33.11, 1.99]","[210, 182, 200, 12]",59
4666043,"['Vivienda', 'Agropecuario', 'Trastero']","[16.89, 34.68, 48.42]","[150, 308, 430]",59
4666044,"['Agropecuario', 'Vivienda', 'Trastero']","[48.75, 24.31, 26.94]","[351, 175, 194]",59
4666045,"['Industrial', 'Oficina', 'Jardin']","[68.25, 2.92, 28.83]","[35188, 1505, 14865]",59
4666046,"['Industrial', 'Oficina']","[89.04, 10.96]","[1462, 180]",59
4666047,"['Agropecuario', 'Vivienda', 'Trastero']","[35.32, 25.41, 39.28]","[196, 141, 218]",59
4666048,['Solar'],[100.0],[15503],59
4666049,['Solar'],[100.0],[15771],59
4667001,['Solar'],[100.0],[85],59
4667002,['Industrial'],[100.0],[202],59
4667003,['Industrial'],[100.0],[205],59
4667004,['Industrial'],[100.0],[393],59
4667005,['Industrial'],[100.0],[393],59
4667006,['Industrial'],[100.0],[207],59
4667007,['Industrial'],[100.0],[359],59
4667008,['Solar'],[100.0],[275],59
4667009,['Solar'],[100.0],[134],59
4667011,['Obras Urbanizacion'],[100.0],[4512],59
4667012,['Solar'],[100.0],[111],59
4667013,['Solar'],[100.0],[366],59
4667014,"['Industrial', 'Deposito', 'Obras Urbanizacion']","[80.55, 0.54, 18.91]","[14354, 97, 3370]",59
4667015,['Solar'],[100.0],[1497],59
4667017,['Solar'],[100.0],[131],59
4667019,['Solar'],[100.0],[220],59
4667020,['Solar'],[100.0],[1218],59
4667021,['Solar'],[100.0],[1018],59
4667023,['Industrial'],[100.0],[873],59
4667024,"['Vivienda', 'Agropecuario', 'Trastero']","[19.3, 40.44, 40.27]","[115, 241, 240]",59
4667025,"['Vivienda', 'Terraza', 'Agropecuario', 'Trastero']","[59.55, 2.12, 16.71, 21.62]","[449, 16, 126, 163]",59
4667026,"['Vivienda', 'Agropecuario', 'Trastero']","[31.37, 17.65, 50.98]","[160, 90, 260]",59
4667027,"['Agropecuario', 'Vivienda']","[83.29, 16.71]","[698, 140]",59
4667028,"['Industrial', 'Plaza Parking', 'Accesos y pasillos', 'Almacen', 'Oficina']","[87.9, 4.49, 4.39, 0.21, 3.0]","[22504, 1150, 1125, 54, 768]",59
4667029,"['Oficina', 'Industrial', 'Almacen']","[16.53, 78.18, 5.29]","[2089, 9877, 668]",59
4667030,"['Industrial', 'Almacen', 'Oficina', 'Obras Urbanizacion']","[45.33, 5.25, 8.78, 40.63]","[5188, 601, 1005, 4650]",59
4667031,"['Local Comercial', 'Plaza Parking', 'Industrial', 'Almacen']","[1.99, 85.61, 11.79, 0.61]","[72, 3093, 426, 22]",59
4667032,"['Garaje Cerrado', 'Vivienda', 'Trastero', 'Agropecuario']","[14.58, 28.32, 38.24, 18.86]","[228, 443, 598, 295]",59
4667033,"['Educativo', 'Vivienda', 'Trastero']","[30.72, 29.41, 39.87]","[94, 90, 122]",59
4667034,['Religioso'],[100.0],[36],59
4667035,"['Industrial', 'Oficina']","[81.81, 18.19]","[787, 175]",59
4667036,"['Religioso', 'Terraza']","[73.96, 26.04]","[213, 75]",59
4667037,"['Vivienda', 'Trastero']","[66.67, 33.33]","[152, 76]",59
4667038,"['Vivienda', 'Terraza', 'Garaje Cerrado', 'Almacen', 'Trastero', 'Industrial', 'Oficina']","[33.9, 6.4, 11.68, 11.68, 11.68, 18.83, 5.84]","[360, 68, 124, 124, 124, 200, 62]",59
4668001,"['Vivienda', 'Agropecuario', 'Trastero']","[16.03, 51.76, 32.21]","[100, 323, 201]",59
4670001,"['Vivienda', 'Agropecuario']","[14.71, 85.29]","[140, 812]",74
4670002,"['Vivienda', 'Agropecuario']","[12.62, 87.38]","[77, 533]",74
4670003,"['Vivienda', 'Agropecuario']","[12.24, 87.76]","[129, 925]",74
4670004,"['Vivienda', 'Garaje Cerrado']","[80.83, 19.17]","[388, 92]",74
4671001,"['Vivienda', 'Agropecuario']","[43.9, 56.1]","[360, 460]",74
4671002,"['Vivienda', 'Trastero']","[80.95, 19.05]","[170, 40]",74
4671003,['Industrial'],[100.0],[3624],74
4671004,['Industrial'],[100.0],[88],74
4671005,['Industrial'],[100.0],[300],74
4671006,"['Local Comercial', 'Almacen', 'Trastero', 'Vivienda']","[27.79, 23.27, 14.95, 33.99]","[197, 165, 106, 241]",74
4671007,"['Vivienda', 'Trastero', 'Duplex']","[67.4, 28.37, 4.23]","[670, 282, 42]",74
4671008,['Industrial'],[100.0],[781],74
4671009,['Industrial'],[100.0],[1690],74
4671010,"['Vivienda', 'Trastero']","[77.52, 22.48]","[1000, 290]",74
4671011,"['Industrial', 'Obras Urbanizacion']","[9.48, 90.52]","[693, 6619]",74
4671012,['Solar'],[100.0],[767],74
4671014,['Solar'],[100.0],[3650],74
4671015,['Solar'],[100.0],[49932],74
4671016,['Solar'],[100.0],[18712],74
4671017,['Solar'],[100.0],[13939],74
4671018,['Solar'],[100.0],[21899],74
4671019,['Solar'],[100.0],[6722],74
4671020,"['Vivienda', 'Trastero']","[55.24, 44.76]","[79, 64]",74
4671021,['Solar'],[100.0],[792],74
4671022,"['Trastero', 'Vivienda']","[50.0, 50.0]","[250, 250]",74
4671023,['Duplex'],[100.0],[650],74
4671024,['Solar'],[100.0],[3079],74
4671025,['Solar'],[100.0],[11427],74
4671026,['Solar'],[100.0],[3451],74
4671027,['Solar'],[100.0],[137],74
4672001,['Religioso'],[100.0],[621],74
4672002,['Industrial'],[100.0],[595],74
4672003,['Industrial'],[100.0],[15953],74
4672004,['Solar'],[100.0],[1605],74
4672005,['Solar'],[100.0],[1020],74
4672006,"['Industrial', 'Oficina']","[93.81, 6.19]","[4590, 303]",74
4672007,['Solar'],[100.0],[3538],74
4672008,['Oficina'],[100.0],[797],74
4672009,['Vivienda'],[100.0],[876],74
4672010,['Educativo'],[100.0],[248],74
4672011,"['Vivienda', 'Almacen']","[69.23, 30.77]","[324, 144]",74
4672012,"['Trastero', 'Industrial', 'Vivienda']","[15.61, 50.54, 33.84]","[173, 560, 375]",74
4672013,['Educativo'],[100.0],[232],74
4672014,['Almacen'],[100.0],[575],74
4672015,"['Vivienda', 'Hosteleria', 'Almacen', 'Trastero']","[30.87, 25.62, 32.15, 11.36]","[288, 239, 300, 106]",74
4672016,['Solar'],[100.0],[12332],74
4672017,"['Vivienda', 'Trastero']","[66.67, 33.33]","[174, 87]",74
4672018,['Industrial'],[100.0],[24832],74
4672019,['Industrial'],[100.0],[916],74
4672020,"['Agropecuario', 'Vivienda']","[87.49, 12.51]","[1035, 148]",74
4672021,"['Vivienda', 'Trastero']","[79.22, 20.78]","[385, 101]",74
4672022,"['Vivienda', 'Agropecuario']","[20.0, 80.0]","[120, 480]",74
4672023,['Solar'],[100.0],[698],74
4672024,"['Vivienda', 'Trastero', 'Agropecuario']","[71.36, 17.84, 10.8]","[152, 38, 23]",74
4672025,"['Garaje Cerrado', 'Vivienda', 'Terraza', 'Trastero']","[42.7, 28.57, 16.83, 11.9]","[269, 180, 106, 75]",74
4672026,['Vivienda'],[100.0],[809],74
4672027,['Vivienda'],[100.0],[830],74
4672028,['Almacen'],[100.0],[82],74
4672029,"['Industrial', 'Oficina']","[87.95, 12.05]","[2219, 304]",74
4672030,"['Industrial', 'Deposito']","[98.32, 1.68]","[21314, 364]",74
4672031,"['Industrial', 'Oficina', 'Plaza Parking']","[88.74, 3.53, 7.73]","[1733, 69, 151]",74
4672032,"['Vivienda', 'Agropecuario', 'Trastero']","[48.44, 31.01, 20.55]","[264, 169, 112]",74
4672033,"['Vivienda', 'Agropecuario', 'Trastero']","[20.0, 60.0, 20.0]","[100, 300, 100]",74
4672034,['Religioso'],[100.0],[60],74
4672035,['Solar'],[100.0],[443],74
4672036,"['Almacen', 'Vivienda']","[50.0, 50.0]","[158, 158]",74
4672037,['Almacen'],[100.0],[216],74
4672038,"['Industrial', 'Oficina']","[96.79, 3.21]","[723, 24]",74
4672039,['Solar'],[100.0],[622],74
4672040,['Almacen'],[100.0],[729],74
4672041,"['Industrial', 'Oficina']","[66.74, 33.26]","[618, 308]",74
4672042,"['Industrial', 'Oficina']","[92.16, 7.84]","[2821, 240]",74
4672043,['Trastero'],[100.0],[120],74
4672045,"['Industrial', 'Oficina']","[88.35, 11.65]","[834, 110]",74
4672046,['Industrial'],[100.0],[2998],74
4672047,['Industrial'],[100.0],[2565],74
4672048,"['Industrial', 'Oficina']","[96.75, 3.25]","[2589, 87]",74
4672049,['Solar'],[100.0],[5198],74
4672050,"['Agropecuario', 'Vivienda', 'Trastero']","[47.22, 34.83, 17.95]","[263, 194, 100]",74
4672051,['Industrial'],[100.0],[1272],74
4672052,"['Industrial', 'Oficina']","[97.79, 2.21]","[2126, 48]",74
4672053,"['Industrial', 'Oficina']","[89.19, 10.81]","[825, 100]",74
4672054,"['Industrial', 'Almacen', 'Oficina']","[46.44, 35.14, 18.42]","[522, 395, 207]",74
4672055,['Industrial'],[100.0],[3777],74
4672056,"['Vivienda', 'Garaje Cerrado']","[56.13, 43.87]","[87, 68]",74
4672057,"['Industrial', 'Oficina']","[72.16, 27.84]","[910, 351]",74
4672058,['Solar'],[100.0],[363],74
4672060,['Almacen'],[100.0],[68],74
4672063,['Solar'],[100.0],[2542],74
4672064,['Solar'],[100.0],[432],74
4672065,['Solar'],[100.0],[3025],74
4673001,"['Vivienda', 'Agropecuario']","[14.07, 85.93]","[73, 446]",74
4673002,"['Hosteleria', 'Vivienda']","[40.35, 59.65]","[230, 340]",74
4673003,['Vivienda'],[100.0],[398],74
4673004,"['Vivienda', 'Agropecuario']","[7.51, 92.49]","[56, 690]",74
4673005,['Vivienda'],[100.0],[360],74
4673006,"['Hosteleria', 'Almacen', 'Garaje Cerrado', 'Agropecuario']","[36.04, 4.21, 5.89, 53.86]","[471, 55, 77, 704]",74
4673007,['Almacen'],[100.0],[10],74
4673008,"['Vivienda', 'Garaje Cerrado']","[81.79, 18.21]","[247, 55]",74
