Referencia,Destinos,Porcentajes,Superficie Total,Mun
8595043,['Industrial'],[100.0],[6387],69
8595044,"['Industrial', 'Almacen']","[92.47, 7.53]","[1966, 160]",69
8595046,"['Vivienda', 'Industrial', 'Plaza Parking']","[28.12, 62.5, 9.38]","[180, 400, 60]",69
8595047,"['Vivienda', 'Terraza', 'Trastero', 'Garaje Cerrado', 'Agropecuario']","[63.45, 10.08, 5.46, 10.08, 10.92]","[151, 24, 13, 24, 26]",69
8595048,['Industrial'],[100.0],[3468],69
8595049,"['Industrial', 'Trastero']","[99.76, 0.24]","[12554, 30]",69
8595050,['Solar'],[100.0],[942],69
8595051,"['Local Comercial', 'Plaza Parking', 'Edificabilidad']","[29.37, 49.86, 20.77]","[38635, 65604, 27326]",69
8595052,['Industrial'],[100.0],[2872],69
8595053,['Solar'],[100.0],[5100],69
8595055,['Industrial'],[100.0],[3070],69
8595056,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[36.61, 31.7, 31.7]","[179, 155, 155]",69
8595057,['Industrial'],[100.0],[9501],69
8595058,"['Industrial', 'Oficina']","[96.71, 3.29]","[1766, 60]",69
8595059,['Solar'],[100.0],[19006],69
8595060,['Solar'],[100.0],[2818],69
8595061,"['Local Comercial', 'Obras Urbanizacion']","[23.42, 76.58]","[773, 2527]",69
8595062,"['Vivienda', 'Garaje Cerrado', 'Agropecuario']","[48.92, 2.81, 48.27]","[523, 30, 516]",69
8595063,"['Vivienda', 'Garaje Cerrado']","[75.28, 24.72]","[536, 176]",69
8595064,"['Industrial', 'Agropecuario']","[75.47, 24.53]","[2384, 775]",69
8596001,"['Vivienda', 'Local Comercial']","[79.46, 20.54]","[1052, 272]",69
8596002,"['Vivienda', 'Trastero']","[91.21, 8.79]","[498, 48]",69
8596003,"['Local Comercial', 'Vivienda', 'Plaza Parking', 'Trastero']","[4.83, 75.37, 10.36, 9.44]","[204, 3186, 438, 399]",69
8596004,"['Vivienda', 'Almacen']","[77.06, 22.94]","[336, 100]",69
8596005,"['Local Comercial', 'Vivienda', 'Trastero']","[13.03, 80.04, 6.93]","[421, 2586, 224]",69
8596006,"['Local Comercial', 'Vivienda']","[7.69, 92.31]","[168, 2016]",69
8596007,['Vivienda'],[100.0],[1022],69
8596008,"['Vivienda', 'Local Comercial']","[82.4, 17.6]","[824, 176]",69
8596009,"['Trastero', 'Agropecuario', 'Vivienda']","[4.91, 55.45, 39.64]","[27, 305, 218]",69
8596010,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[12.25, 69.25, 18.5]","[49, 277, 74]",69
8596011,"['Vivienda', 'Local Comercial']","[91.57, 8.43]","[1130, 104]",69
8596012,"['Almacen', 'Local Comercial', 'Vivienda']","[3.23, 7.35, 89.42]","[123, 280, 3406]",69
8596013,"['Garaje Cerrado', 'Vivienda', 'Terraza']","[12.02, 67.05, 20.93]","[31, 173, 54]",69
8596014,"['Vivienda', 'Garaje Cerrado']","[74.87, 25.13]","[140, 47]",69
8596015,"['Trastero', 'Plaza Parking', 'Vivienda']","[16.96, 8.66, 74.38]","[186, 95, 816]",69
8596016,"['Vivienda', 'Trastero', 'Local Comercial', 'Garaje Cerrado']","[76.69, 8.22, 5.91, 9.18]","[1194, 128, 92, 143]",69
8596017,"['Vivienda', 'Trastero', 'Garaje Cerrado']","[72.77, 11.75, 15.48]","[2651, 428, 564]",69
8596018,"['Garaje Cerrado', 'Vivienda']","[19.05, 80.95]","[192, 816]",69
8596019,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[85.87, 12.75, 1.38]","[808, 120, 13]",69
8596020,"['Vivienda', 'Trastero', 'Local Comercial']","[66.7, 11.07, 22.23]","[657, 109, 219]",69
8596021,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[21.73, 69.12, 9.15]","[304, 967, 128]",69
8596022,"['Vivienda', 'Plaza Parking']","[81.94, 18.06]","[726, 160]",69
8596023,"['Plaza Parking', 'Vivienda', 'Trastero', 'Local Comercial']","[12.77, 70.64, 4.68, 11.91]","[120, 664, 44, 112]",69
8596024,"['Vivienda', 'Trastero']","[95.26, 4.74]","[482, 24]",69
8596025,['Vivienda'],[100.0],[472],69
8596026,"['Vivienda', 'Garaje Cerrado', 'Terraza']","[82.98, 13.58, 3.44]","[434, 71, 18]",69
8596027,"['Local Comercial', 'Vivienda']","[14.25, 85.75]","[783, 4713]",69
8596029,"['Trastero', 'Vivienda', 'Jardin']","[20.34, 21.64, 58.02]","[189, 201, 539]",69
8596031,"['Vivienda', 'Garaje Cerrado', 'Local Comercial', 'Almacen']","[55.17, 25.98, 13.1, 5.75]","[960, 452, 228, 100]",69
8596032,"['Garaje Cerrado', 'Trastero', 'Vivienda', 'Terraza']","[11.35, 20.77, 63.04, 4.83]","[47, 86, 261, 20]",69
8596034,"['Local Comercial', 'Vivienda']","[30.56, 69.44]","[132, 300]",69
8596035,"['Vivienda', 'Local Comercial', 'Trastero']","[65.48, 19.84, 14.68]","[330, 100, 74]",69
8596036,"['Trastero', 'Vivienda']","[53.97, 46.03]","[68, 58]",69
8596037,['Vivienda'],[100.0],[306],69
8596038,"['Garaje Cerrado', 'Trastero', 'Vivienda']","[9.33, 24.51, 66.16]","[43, 113, 305]",69
8596039,"['Local Comercial', 'Vivienda']","[8.98, 91.02]","[106, 1074]",69
8596040,['Vivienda'],[100.0],[270],69
8596041,['Solar'],[100.0],[42800],69
8596042,"['Vivienda', 'Trastero']","[76.23, 23.77]","[417, 130]",69
8596043,"['Vivienda', 'Trastero', 'Garaje Cerrado', 'Jardin']","[48.97, 20.22, 11.42, 19.39]","[712, 294, 166, 282]",69
8596044,"['Vivienda', 'Trastero', 'Garaje Cerrado', 'Jardin']","[44.82, 6.55, 6.6, 42.03]","[801, 117, 118, 751]",69
8596045,"['Vivienda', 'Plaza Parking', 'Trastero', 'Local Comercial', 'Garaje Cerrado', 'Duplex']","[48.72, 17.27, 6.31, 21.14, 5.65, 0.91]","[4965, 1760, 643, 2154, 576, 93]",69
8596046,"['Plaza Parking', 'Local Comercial', 'Vivienda', 'Trastero']","[22.52, 12.21, 60.39, 4.88]","[2770, 1501, 7427, 600]",69
8596047,"['Trastero', 'Local Comercial', 'Educativo', 'Vivienda', 'Plaza Parking']","[6.02, 1.75, 1.12, 82.73, 8.38]","[722, 210, 135, 9928, 1006]",69
8596048,"['Garaje Cerrado', 'Plaza Parking', 'Local Comercial', 'Vivienda', 'Trastero']","[9.0, 1.15, 6.36, 75.17, 8.32]","[1038, 133, 733, 8670, 960]",69
8596049,"['Local Comercial', 'Vivienda']","[5.24, 94.76]","[199, 3596]",69
8596050,"['Local Comercial', 'Vivienda']","[5.27, 94.73]","[249, 4480]",69
8596051,['Solar'],[100.0],[338],69
8596052,"['Local Comercial', 'Vivienda']","[13.62, 86.38]","[106, 672]",69
8596053,"['Vivienda', 'Trastero']","[84.85, 15.15]","[112, 20]",69
8596054,"['Local Comercial', 'Vivienda']","[8.98, 91.02]","[106, 1074]",69
8596055,"['Local Comercial', 'Vivienda']","[8.79, 91.21]","[126, 1308]",69
8596056,['Deportivo'],[100.0],[376],69
8596057,['Vivienda'],[100.0],[261],69
8596058,['Industrial'],[100.0],[1760],69
8596059,['Industrial'],[100.0],[2127],69
8596060,['Local Comercial'],[100.0],[3183],69
8596061,"['Plaza Parking', 'Oficina']","[37.64, 62.36]","[1705, 2825]",69
8596062,['Industrial'],[100.0],[30],69
8596063,['Religioso'],[100.0],[1657],69
8596064,['Vivienda'],[100.0],[354],69
8596065,"['Local Comercial', 'Vivienda', 'Almacen']","[9.09, 89.79, 1.11]","[106, 1047, 13]",69
8596066,"['Vivienda', 'Plaza Parking', 'Trastero']","[68.63, 17.93, 13.45]","[689, 180, 135]",69
8596067,['Vivienda'],[100.0],[400],69
8596068,"['Vivienda', 'Trastero']","[66.67, 33.33]","[120, 60]",69
8596069,['Sanidad'],[100.0],[3150],69
8596070,"['Vivienda', 'Plaza Parking', 'Trastero', 'Local Comercial']","[73.18, 18.5, 5.46, 2.86]","[1408, 356, 105, 55]",69
8596071,"['Plaza Parking', 'Local Comercial', 'Vivienda', 'Trastero']","[21.63, 2.46, 70.53, 5.38]","[422, 48, 1376, 105]",69
8596072,"['Trastero', 'Vivienda']","[0.64, 99.36]","[6, 930]",69
8596073,"['Vivienda', 'Trastero', 'Plaza Parking']","[75.92, 9.39, 14.69]","[186, 23, 36]",69
8596074,"['Vivienda', 'Trastero', 'Plaza Parking', 'Almacen']","[59.33, 19.62, 13.72, 7.34]","[372, 123, 86, 46]",69
8596075,"['Vivienda', 'Garaje Cerrado', 'Local Comercial', 'Trastero']","[87.27, 9.07, 2.06, 1.6]","[5136, 534, 121, 94]",69
8596076,"['Vivienda', 'Trastero', 'Local Comercial', 'Garaje Cerrado', 'Plaza Parking']","[57.34, 8.77, 24.76, 1.3, 7.82]","[660, 101, 285, 15, 90]",69
8596077,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[79.1, 18.91, 1.99]","[159, 38, 4]",69
8596078,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[12.24, 71.43, 16.33]","[30, 175, 40]",69
8596079,"['Garaje Cerrado', 'Vivienda']","[27.03, 72.97]","[100, 270]",69
8596080,"['Garaje Cerrado', 'Vivienda']","[9.79, 90.21]","[14, 129]",69
8596081,"['Trastero', 'Vivienda']","[33.33, 66.67]","[63, 126]",69
8596082,"['Vivienda', 'Trastero']","[80.95, 19.05]","[565, 133]",69
8596083,"['Garaje Cerrado', 'Trastero', 'Vivienda']","[9.9, 36.63, 53.47]","[20, 74, 108]",69
8596084,"['Vivienda', 'Local Comercial', 'Trastero']","[90.06, 4.57, 5.37]","[453, 23, 27]",69
8596085,"['Vivienda', 'Local Comercial', 'Almacen', 'Oficina']","[82.9, 7.14, 8.36, 1.6]","[2381, 205, 240, 46]",69
8596086,['Solar'],[100.0],[1641],69
8596087,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[68.46, 22.31, 9.23]","[712, 232, 96]",69
8596088,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[68.46, 22.31, 9.23]","[712, 232, 96]",69
8596089,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[68.46, 22.31, 9.23]","[712, 232, 96]",69
8596090,"['Vivienda', 'Trastero']","[89.11, 10.89]","[180, 22]",69
8596092,['Solar'],[100.0],[961],69
8596093,"['Vivienda', 'Garaje Cerrado', 'Trastero', 'Local Comercial']","[73.99, 20.99, 3.38, 1.64]","[8220, 2332, 375, 182]",69
8596094,['Solar'],[100.0],[961],69
8596095,"['Vivienda', 'Trastero', 'Almacen']","[63.0, 8.83, 28.17]","[378, 53, 169]",69
8596096,['Solar'],[100.0],[10850],69
8596097,"['Plaza Parking', 'Local Comercial', 'Vivienda']","[8.05, 14.52, 77.42]","[270, 487, 2596]",69
8596098,"['Almacen', 'Plaza Parking', 'Local Comercial', 'Vivienda', 'Trastero']","[4.22, 23.4, 15.57, 54.99, 1.82]","[197, 1093, 727, 2568, 85]",69
8596099,"['Vivienda', 'Garaje Cerrado']","[92.49, 7.51]","[5281, 429]",69
8596100,"['Local Comercial', 'Vivienda']","[21.78, 78.22]","[88, 316]",69
8596101,"['Vivienda', 'Garaje Cerrado']","[89.12, 10.88]","[21424, 2616]",69
8596102,"['Vivienda', 'Trastero', 'Plaza Parking']","[73.73, 3.72, 22.55]","[1030, 52, 315]",69
8596103,"['Vivienda', 'Trastero']","[93.61, 6.39]","[732, 50]",69
8596104,['Deportivo'],[100.0],[60],69
8596105,"['Garaje Cerrado', 'Vivienda', 'Local Comercial', 'Trastero']","[19.71, 72.05, 2.83, 5.4]","[383, 1400, 55, 105]",69
8596107,"['Vivienda', 'Local Comercial']","[81.56, 18.44]","[460, 104]",69
8596108,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[51.18, 25.59, 23.23]","[130, 65, 59]",69
8596109,"['Vivienda', 'Trastero']","[91.18, 8.82]","[496, 48]",69
8596110,"['Vivienda', 'Garaje Cerrado', 'Oficina', 'Local Comercial', 'Deportivo', 'Duplex', 'Terraza', 'Jardin', 'Trastero']","[74.45, 10.69, 1.41, 0.32, 8.95, 1.01, 0.99, 1.48, 0.71]","[9428, 1354, 178, 40, 1133, 128, 125, 188, 90]",69
8596111,"['Vivienda', 'Trastero']","[91.3, 8.7]","[504, 48]",69
8596112,"['Vivienda', 'Trastero']","[92.19, 7.81]","[496, 42]",69
8596113,"['Vivienda', 'Trastero']","[96.5, 3.5]","[496, 18]",69
8596114,"['Vivienda', 'Plaza Parking', 'Trastero']","[79.65, 19.81, 0.54]","[2340, 582, 16]",69
8596115,['Vivienda'],[100.0],[527],69
8596116,['Vivienda'],[100.0],[631],69
8596117,['Vivienda'],[100.0],[1744],69
8596118,"['Trastero', 'Vivienda']","[26.42, 73.58]","[265, 738]",69
8596119,['Vivienda'],[100.0],[512],69
8596120,['Vivienda'],[100.0],[505],69
8596121,"['Vivienda', 'Local Comercial']","[88.81, 11.19]","[532, 67]",69
8596122,['Vivienda'],[100.0],[526],69
8596123,['Vivienda'],[100.0],[512],69
8596124,['Vivienda'],[100.0],[510],69
8596125,"['Vivienda', 'Trastero']","[91.18, 8.82]","[496, 48]",69
8596126,"['Vivienda', 'Trastero']","[91.18, 8.82]","[496, 48]",69
8596127,['Vivienda'],[100.0],[528],69
8596128,"['Local Comercial', 'Vivienda']","[7.94, 92.06]","[112, 1298]",69
8596129,"['Vivienda', 'Trastero']","[91.3, 8.7]","[504, 48]",69
8596130,"['Vivienda', 'Plaza Parking', 'Trastero']","[85.85, 12.13, 2.02]","[1359, 192, 32]",69
8596131,"['Trastero', 'Plaza Parking', 'Vivienda']","[6.08, 11.12, 82.8]","[70, 128, 953]",69
8596132,['Deposito'],[100.0],[3994],69
8596133,"['Vivienda', 'Trastero']","[79.31, 20.69]","[552, 144]",69
8596134,"['Plaza Parking', 'Garaje Cerrado', 'Trastero', 'Almacen']","[70.52, 2.89, 6.12, 20.47]","[634, 26, 55, 184]",69
8596135,"['Vivienda', 'Duplex', 'Trastero']","[41.1, 54.34, 4.57]","[90, 119, 10]",69
8596136,"['Trastero', 'Vivienda']","[56.9, 43.1]","[66, 50]",69
8596137,['Garaje Cerrado'],[100.0],[15],69
8596138,"['Local Comercial', 'Vivienda']","[8.98, 91.02]","[106, 1074]",69
8596139,"['Vivienda', 'Trastero']","[81.17, 18.83]","[569, 132]",69
8596140,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[59.1, 9.4, 31.49]","[792, 126, 422]",69
8596141,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[60.06, 9.32, 30.62]","[812, 126, 414]",69
8596142,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[59.48, 9.37, 31.15]","[800, 126, 419]",69
8596143,"['Vivienda', 'Plaza Parking', 'Trastero', 'Jardin']","[48.68, 20.15, 4.17, 27.0]","[981, 406, 84, 544]",69
8596144,"['Vivienda', 'Plaza Parking', 'Trastero', 'Jardin']","[47.9, 19.8, 4.29, 28.0]","[982, 406, 88, 574]",69
8596145,"['Vivienda', 'Plaza Parking', 'Trastero', 'Jardin']","[48.48, 20.17, 4.02, 27.32]","[976, 406, 81, 550]",69
8596146,"['Vivienda', 'Garaje Cerrado', 'Trastero', 'Plaza Parking']","[79.53, 13.39, 6.71, 0.37]","[5654, 952, 477, 26]",69
8596147,['Solar'],[100.0],[3200],69
8596148,"['Local Comercial', 'Vivienda']","[8.98, 91.02]","[106, 1074]",69
8596149,"['Vivienda', 'Trastero']","[90.98, 9.02]","[484, 48]",69
8596150,['Vivienda'],[100.0],[320],69
8596151,['Accesos y pasillos'],[100.0],[1727],69
8596152,['Vivienda'],[100.0],[221],69
8596153,['Trastero'],[100.0],[20],69
8596154,['Vivienda'],[100.0],[420],69
8596155,"['Vivienda', 'Local Comercial']","[87.5, 12.5]","[476, 68]",69
8596156,"['Vivienda', 'Trastero']","[91.18, 8.82]","[496, 48]",69
8596157,"['Vivienda', 'Trastero', 'Almacen']","[57.44, 13.84, 28.72]","[166, 40, 83]",69
8596158,['Solar'],[100.0],[3257],69
8596159,"['Garaje Cerrado', 'Plaza Parking', 'Duplex', 'Terraza', 'Vivienda']","[12.83, 4.28, 31.68, 19.23, 31.98]","[435, 145, 1074, 652, 1084]",69
8596160,['Industrial'],[100.0],[12],69
8596161,"['Vivienda', 'Plaza Parking', 'Trastero']","[65.8, 22.61, 11.59]","[1624, 558, 286]",69
8596162,"['Vivienda', 'Trastero']","[91.38, 8.62]","[424, 40]",69
8596163,"['Local Comercial', 'Industrial']","[52.23, 47.77]","[433, 396]",69
8596164,['Vivienda'],[100.0],[800],69
8596165,"['Vivienda', 'Trastero']","[68.97, 31.03]","[260, 117]",69
8596166,"['Vivienda', 'Trastero']","[96.77, 3.23]","[120, 4]",69
8596168,['Solar'],[100.0],[111],69
8596169,['Educativo'],[100.0],[628],69
8596170,"['Vivienda', 'Trastero']","[91.27, 8.73]","[209, 20]",69
8596171,['Solar'],[100.0],[21],69
8596172,['Vivienda'],[100.0],[432],69
8596173,"['Vivienda', 'Trastero']","[86.54, 13.46]","[90, 14]",69
8596174,"['Vivienda', 'Trastero']","[91.27, 8.73]","[209, 20]",69
8596175,"['Vivienda', 'Trastero']","[91.27, 8.73]","[209, 20]",69
8596176,"['Vivienda', 'Trastero']","[91.27, 8.73]","[209, 20]",69
8596177,"['Vivienda', 'Trastero']","[93.3, 6.7]","[209, 15]",69
8596178,"['Vivienda', 'Trastero']","[91.27, 8.73]","[209, 20]",69
8596179,['Vivienda'],[100.0],[325],69
8596180,"['Agropecuario', 'Vivienda']","[58.52, 41.48]","[79, 56]",69
8596181,['Educativo'],[100.0],[279],69
8596182,"['Garaje Cerrado', 'Trastero']","[62.07, 37.93]","[36, 22]",69
8596183,"['Vivienda', 'Local Comercial']","[93.3, 6.7]","[432, 31]",69
8596184,"['Vivienda', 'Local Comercial']","[80.78, 19.22]","[1000, 238]",69
8596185,"['Vivienda', 'Local Comercial']","[93.3, 6.7]","[432, 31]",69
8596186,"['Plaza Parking', 'Garaje Cerrado', 'Local Comercial', 'Oficina']","[12.99, 3.87, 21.53, 61.61]","[617, 184, 1023, 2927]",69
8596187,['Vivienda'],[100.0],[956],69
8596188,"['Vivienda', 'Local Comercial', 'Garaje Cerrado', 'Trastero']","[76.95, 9.66, 12.72, 0.67]","[2056, 258, 340, 18]",69
8596189,['Solar'],[100.0],[1213],69
8596190,['Solar'],[100.0],[1213],69
8596191,"['Vivienda', 'Trastero']","[91.18, 8.82]","[496, 48]",69
8596192,"['Garaje Cerrado', 'Trastero', 'Plaza Parking', 'Duplex', 'Terraza', 'Vivienda', 'Deportivo']","[10.46, 3.96, 10.55, 9.4, 13.86, 50.59, 1.18]","[795, 301, 802, 715, 1054, 3847, 90]",69
8596193,['Solar'],[100.0],[622],69
8596194,['Vivienda'],[100.0],[432],69
8596195,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[73.68, 3.86, 22.46]","[210, 11, 64]",69
8596196,"['Local Comercial', 'Vivienda', 'Trastero', 'Plaza Parking']","[6.06, 62.84, 4.17, 26.93]","[308, 3194, 212, 1369]",69
8596197,"['Vivienda', 'Local Comercial']","[80.3, 19.7]","[815, 200]",69
8596198,"['Vivienda', 'Trastero', 'Plaza Parking', 'Garaje Cerrado', 'Local Comercial', 'Oficina']","[65.5, 3.65, 26.55, 0.36, 2.74, 1.21]","[4776, 266, 1936, 26, 200, 88]",69
8596199,"['Vivienda', 'Trastero']","[91.38, 8.62]","[212, 20]",69
8596200,"['Vivienda', 'Trastero', 'Plaza Parking']","[72.03, 11.74, 16.23]","[1970, 321, 444]",69
8596201,"['Vivienda', 'Trastero']","[79.97, 20.03]","[567, 142]",69
8596202,['Vivienda'],[100.0],[89],69
8596203,"['Vivienda', 'Trastero']","[80.43, 19.57]","[567, 138]",69
8596204,"['Vivienda', 'Trastero']","[79.15, 20.85]","[562, 148]",69
8596205,['Vivienda'],[100.0],[362],69
8596206,"['Vivienda', 'Trastero']","[74.42, 25.58]","[128, 44]",69
8596207,"['Duplex', 'Trastero']","[55.32, 44.68]","[156, 126]",69
8596208,"['Trastero', 'Garaje Cerrado', 'Vivienda']","[22.35, 11.76, 65.88]","[38, 20, 112]",69
8596209,['Vivienda'],[100.0],[58],69
8596210,"['Vivienda', 'Trastero']","[69.57, 30.43]","[112, 49]",69
8596211,"['Vivienda', 'Trastero']","[93.39, 6.61]","[212, 15]",69
8596212,"['Vivienda', 'Trastero']","[84.91, 15.09]","[90, 16]",69
8596213,"['Vivienda', 'Trastero']","[90.38, 9.62]","[94, 10]",69
8596214,"['Local Comercial', 'Vivienda', 'Trastero']","[16.24, 62.39, 21.37]","[57, 219, 75]",69
8596215,['Solar'],[100.0],[962],69
8596216,['Solar'],[100.0],[15461],69
8596217,['Solar'],[100.0],[5628],69
8596218,['Jardin'],[100.0],[783],69
8596219,['Solar'],[100.0],[9826],69
8596220,['Solar'],[100.0],[1339],69
8596221,['Solar'],[100.0],[1749],69
8596222,['Accesos y pasillos'],[100.0],[2582],69
8596223,['Solar'],[100.0],[35123],69
8596224,['Almacen'],[100.0],[151],69
8596225,"['Vivienda', 'Plaza Parking', 'Trastero']","[69.07, 25.88, 5.05]","[451, 169, 33]",69
8596226,"['Plaza Parking', 'Trastero', 'Almacen', 'Vivienda', 'Duplex']","[17.89, 6.14, 3.12, 47.88, 24.96]","[367, 126, 64, 982, 512]",69
8596227,['Solar'],[100.0],[10000],69
8596228,"['Vivienda', 'Oficina']","[27.27, 72.73]","[3750, 10000]",69
8596229,['Solar'],[100.0],[2160],69
8596230,['Solar'],[100.0],[825],69
8597001,"['Duplex', 'Terraza', 'Vivienda', 'Trastero']","[14.39, 11.04, 69.76, 4.82]","[245, 188, 1188, 82]",69
8597002,"['Vivienda', 'Plaza Parking', 'Trastero', 'Local Comercial']","[59.84, 26.15, 3.75, 10.26]","[6735, 2943, 422, 1155]",69
8597003,"['Duplex', 'Terraza', 'Vivienda', 'Trastero']","[25.43, 6.31, 63.28, 4.98]","[750, 186, 1866, 147]",69
8597004,"['Duplex', 'Terraza', 'Vivienda', 'Trastero']","[14.84, 8.65, 71.21, 5.29]","[247, 144, 1185, 88]",69
8597005,"['Duplex', 'Terraza', 'Vivienda', 'Trastero']","[6.33, 12.6, 75.81, 5.26]","[106, 211, 1269, 88]",69
8597006,"['Duplex', 'Terraza', 'Vivienda', 'Trastero']","[15.59, 9.59, 69.88, 4.94]","[265, 163, 1188, 84]",69
8597007,"['Duplex', 'Terraza', 'Vivienda', 'Trastero']","[15.67, 8.87, 70.25, 5.2]","[265, 150, 1188, 88]",69
8597008,"['Garaje Cerrado', 'Trastero', 'Plaza Parking']","[75.75, 2.97, 21.27]","[5704, 224, 1602]",69
8597009,"['Plaza Parking', 'Trastero']","[95.22, 4.78]","[638, 32]",69
8597010,"['Duplex', 'Terraza', 'Vivienda', 'Trastero']","[11.21, 12.83, 73.22, 2.74]","[319, 365, 2083, 78]",69
8597011,['Vivienda'],[100.0],[336],69
8597012,"['Vivienda', 'Trastero']","[85.93, 14.07]","[336, 55]",69
8597013,"['Trastero', 'Vivienda']","[25.29, 74.71]","[195, 576]",69
8597014,"['Vivienda', 'Garaje Cerrado']","[71.43, 28.57]","[930, 372]",69
8597015,"['Vivienda', 'Local Comercial']","[90.83, 9.17]","[3544, 358]",69
8597016,"['Garaje Cerrado', 'Vivienda']","[5.69, 94.31]","[54, 895]",69
8597017,"['Garaje Cerrado', 'Vivienda']","[23.71, 76.29]","[234, 753]",69
8597018,['Solar'],[100.0],[359],69
8597019,"['Duplex', 'Trastero', 'Vivienda']","[69.17, 10.03, 20.8]","[552, 80, 166]",69
8597020,"['Vivienda', 'Trastero', 'Garaje Cerrado']","[93.2, 6.07, 0.73]","[768, 50, 6]",69
8597021,"['Vivienda', 'Trastero', 'Duplex']","[77.22, 4.27, 18.51]","[217, 12, 52]",69
8597022,"['Vivienda', 'Almacen', 'Terraza']","[92.86, 4.59, 2.55]","[364, 18, 10]",69
8597023,['Vivienda'],[100.0],[319],69
8597024,"['Educativo', 'Religioso', 'Vivienda', 'Deportivo']","[67.9, 13.35, 2.21, 16.54]","[6140, 1207, 200, 1496]",69
8597025,"['Hosteleria', 'Vivienda', 'Trastero', 'Agropecuario', 'Almacen']","[25.34, 25.34, 25.34, 13.01, 10.98]","[300, 300, 300, 154, 130]",69
8597026,"['Vivienda', 'Trastero']","[95.12, 4.88]","[234, 12]",69
8597027,"['Industrial', 'Deportivo', 'Educativo']","[0.39, 31.56, 68.04]","[16, 1285, 2770]",69
8597028,"['Vivienda', 'Garaje Cerrado']","[66.67, 33.33]","[400, 200]",69
8597029,"['Vivienda', 'Terraza', 'Plaza Parking', 'Trastero', 'Deportivo']","[47.33, 24.39, 15.71, 4.78, 7.79]","[753, 388, 250, 76, 124]",69
8597030,"['Vivienda', 'Garaje Cerrado']","[92.67, 7.33]","[253, 20]",69
8597031,['Accesos y pasillos'],[100.0],[2058],69
8597032,['Vivienda'],[100.0],[250],69
8597033,['Vivienda'],[100.0],[276],69
8597034,['Industrial'],[100.0],[569],69
8597035,"['Garaje Cerrado', 'Vivienda']","[24.26, 75.74]","[132, 412]",69
8597036,['Vivienda'],[100.0],[440],69
8597037,"['Industrial', 'Vivienda', 'Terraza']","[28.93, 60.58, 10.48]","[287, 601, 104]",69
8597038,['Solar'],[100.0],[31],69
8597039,"['Vivienda', 'Garaje Cerrado']","[86.45, 13.55]","[1008, 158]",69
8597040,"['Local Comercial', 'Vivienda']","[15.13, 84.87]","[395, 2215]",69
8597041,"['Vivienda', 'Local Comercial', 'Garaje Cerrado']","[54.82, 37.15, 8.03]","[273, 185, 40]",69
8597042,['Oficina'],[100.0],[3172],69
8597043,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[16.54, 77.77, 5.69]","[154, 724, 53]",69
8597044,"['Vivienda', 'Local Comercial']","[80.5, 19.5]","[1288, 312]",69
8597045,"['Vivienda', 'Garaje Cerrado', 'Oficina']","[83.3, 12.11, 4.59]","[1816, 264, 100]",69
8597046,"['Vivienda', 'Local Comercial']","[85.75, 14.25]","[1860, 309]",69
8597047,"['Vivienda', 'Garaje Cerrado']","[70.48, 29.52]","[277, 116]",69
8597048,['Vivienda'],[100.0],[756],69
8597049,"['Vivienda', 'Local Comercial']","[83.85, 16.15]","[1869, 360]",69
8597050,['Vivienda'],[100.0],[555],69
8597051,"['Vivienda', 'Oficina', 'Local Comercial', 'Trastero', 'Almacen', 'Terraza']","[43.7, 42.45, 8.05, 0.59, 3.99, 1.22]","[1862, 1809, 343, 25, 170, 52]",69
8597052,['Religioso'],[100.0],[864],69
8597053,"['Vivienda', 'Local Comercial', 'Trastero', 'Garaje Cerrado']","[88.98, 3.62, 4.83, 2.57]","[1769, 72, 96, 51]",69
8597054,"['Local Comercial', 'Vivienda']","[4.86, 95.14]","[90, 1762]",69
8597055,"['Garaje Cerrado', 'Vivienda']","[12.1, 87.9]","[235, 1707]",69
8597056,"['Vivienda', 'Local Comercial']","[82.74, 17.26]","[1381, 288]",69
8597057,['Educativo'],[100.0],[1990],69
8597058,"['Vivienda', 'Terraza', 'Local Comercial', 'Plaza Parking']","[82.76, 1.19, 12.19, 3.86]","[2506, 36, 369, 117]",69
8597059,"['Vivienda', 'Garaje Cerrado']","[89.81, 10.19]","[740, 84]",69
8597060,"['Vivienda', 'Local Comercial']","[66.67, 33.33]","[260, 130]",69
8597061,['Solar'],[100.0],[440],69
8597062,"['Vivienda', 'Trastero', 'Plaza Parking', 'Garaje Cerrado']","[75.6, 10.72, 6.88, 6.81]","[1044, 148, 95, 94]",69
8597063,"['Local Comercial', 'Vivienda']","[10.73, 89.27]","[483, 4018]",69
